226:4,7,5,4,5,3,6,2,2,1,5,9,3,6,1,7,6,1,9,4,7,7,5,3,6,9,1,3,2,7
227:7,2,8,2,8,1,9,8,9,2,6,8,1,4,1,3,9,8,8,7,5,3,2,9,5,7,5,6,8,6
228:6,3,4,8,4,4,7,4,1,8,9,8,7,8,3,8,4,5,4,2,9,5,1,1,2,7,9,7,2,2
229:4,8,4,2,4,9,3,7,2,6,8,7,4,4,9,3,1,2,2,6,3,7,5,6,7,9,3,9,5,4
230:7,5,3,5,4,9,7,3,3,9,7,9,1,4,5,1,9,3,4,4,8,9,6,9,7,2,9,9,7,9
231:3,7,3,9,2,9,9,9,4,8,8,7,4,6,3,8,7,6,4,7,9,4,2,6,4,7,8,1,9,1
232:8,4,1,5,6,7,4,6,1,1,9,8,1,8,8,6,5,8,3,2,1,7,6,9,3,5,9,2,8,1
233:4,4,9,5,6,6,6,1,9,3,9,3,6,1,7,8,4,5,6,3,2,2,5,4,7,9,9,9,1,7
234:9,6,1,2,9,4,3,8,7,8,7,8,2,7,5,4,7,1,9,3,8,9,5,2,4,8,6,8,3,5
235:8,5,1,9,2,8,6,7,1,3,9,1,7,1,7,6,1,1,6,8,2,4,2,9,5,3,9,5,1,7
236:2,2,3,4,6,5,3,3,3,1,4,3,4,7,1,3,6,2,9,2,1,9,7,3,1,8,4,8,5,5
237:3,3,1,2,4,9,5,1,5,7,7,5,9,7,2,9,8,9,9,6,6,3,9,7,8,3,7,8,8,7
238:1,9,3,6,9,7,4,6,1,7,7,3,1,1,8,9,5,3,4,7,8,7,2,9,4,5,1,9,6,4
239:5,6,6,7,3,7,3,8,4,3,1,9,3,9,9,2,9,9,2,7,7,5,3,5,3,2,4,8,2,8
240:7,6,4,8,6,8,2,9,2,5,5,4,7,7,3,9,3,1,8,7,2,9,8,7,5,8,2,7,7,4
241:8,2,1,1,9,1,9,4,6,1,2,8,1,2,9,8,2,4,7,9,2,6,6,4,1,7,1,9,6,7
242:3,6,2,9,5,2,4,1,4,9,7,7,1,1,6,2,1,2,3,4,7,7,8,2,3,7,2,3,3,1
243:2,6,4,4,6,9,5,1,6,9,4,1,7,2,2,5,9,9,2,1,4,2,4,2,2,1,1,3,8,6
244:1,3,6,6,7,1,3,2,8,3,1,9,9,3,2,2,4,3,1,9,6,2,9,9,3,2,6,7,6,2
245:9,6,1,3,7,5,6,7,1,8,7,8,4,7,2,1,4,9,1,4,3,7,6,2,1,8,7,4,4,5
246:5,4,5,5,7,5,3,4,2,4,4,7,3,8,7,4,5,6,5,3,1,9,5,3,7,2,3,7,8,4
247:9,8,5,8,3,8,2,4,1,9,1,7,1,6,9,2,9,8,6,6,2,7,4,5,9,3,1,2,6,1
248:3,3,5,4,9,8,2,9,7,7,4,7,3,9,7,3,7,5,5,8,8,8,9,7,6,5,4,5,7,8
249:1,1,3,5,4,6,9,1,3,2,6,6,7,1,2,4,8,9,6,3,7,3,8,8,6,4,1,9,7,4
250:4,7,5,4,5,3,6,2,2,1,5,9,3,6,1,7,6,1,9,4,7,7,2,3,6,9,1,3,2,7
251:1,4,3,5,8,9,8,5,3,7,3,9,7,5,8,4,1,8,1,3,3,8,1,3,4,4,2,5,9,6
252:7,8,4,6,5,6,9,7,2,3,5,8,2,3,1,6,8,8,3,4,1,9,3,3,7,7,7,9,6,1
253:9,7,1,2,7,4,7,3,8,8,9,2,6,4,5,3,7,4,6,8,5,4,7,4,5,3,4,9,3,3
254:9,1,9,7,5,2,9,4,8,2,4,1,7,5,1,6,7,3,2,2,2,9,5,4,4,3,9,2,5,5
255:2,4,5,6,1,8,6,3,2,3,9,1,5,3,4,3,2,2,8,6,4,7,3,3,6,8,7,6,3,6
256:9,4,9,9,2,2,5,9,4,2,4,5,3,6,7,7,9,2,2,3,7,8,1,8,1,2,5,4,2,3
257:9,5,7,2,5,9,7,2,9,5,6,3,9,8,1,6,9,6,9,4,9,6,6,7,4,4,9,1,1,6
258:9,5,7,2,5,9,7,2,9,5,6,3,9,8,1,6,9,6,9,4,9,6,6,7,3,4,9,1,1,6
259:1,6,8,8,7,7,2,9,6,6,5,4,4,2,9,5,9,5,8,8,3,1,2,7,6,2,6,6,3,8
260:8,8,8,3,8,3,8,4,4,7,6,1,2,3,2,6,1,6,6,8,1,2,1,5,1,5,3,9,9,2
261:2,3,3,5,3,1,7,2,5,6,8,6,9,9,2,1,2,9,5,2,4,4,3,1,2,2,7,5,3,4
262:8,7,4,7,3,5,7,9,6,5,3,4,5,7,7,9,6,5,4,7,4,6,7,8,9,4,6,6,5,8
263:3,9,9,3,5,6,6,7,1,6,5,3,2,1,9,3,3,5,5,3,9,6,8,3,6,6,4,7,9,5
264:2,3,3,1,7,4,7,7,7,1,7,8,6,8,6,6,9,2,6,4,2,3,2,6,2,8,6,4,4,7
265:9,3,2,6,2,1,1,4,5,5,3,7,6,2,8,2,8,9,2,4,2,9,2,9,7,8,1,9,4,1
266:3,2,8,3,3,5,4,7,6,9,3,2,4,7,7,7,9,5,6,2,4,6,4,5,7,9,4,2,7,4
267:9,4,7,6,1,9,5,5,1,8,7,5,2,5,9,1,5,3,9,1,4,8,3,1,7,6,5,7,4,6
268:5,1,4,2,8,2,6,8,3,8,6,2,3,5,6,9,6,1,3,4,5,5,5,2,2,8,2,9,6,6
269:7,7,5,9,8,2,3,2,3,6,8,4,2,9,3,4,5,8,8,5,3,5,2,1,7,1,6,7,7,9
270:9,3,5,3,6,8,9,9,9,4,5,8,6,8,5,5,6,8,2,8,2,9,9,4,9,4,4,4,3,6
271:2,8,6,5,6,6,9,9,1,3,1,6,4,2,1,9,3,6,1,3,5,1,3,5,5,5,8,1,3,8
272:5,6,6,7,3,7,3,8,4,3,1,9,3,9,9,2,9,9,2,7,7,5,3,5,3,2,4,8,2,3
273:9,3,6,9,7,1,1,5,9,4,9,4,9,7,3,3,7,6,5,4,4,1,1,4,4,7,9,3,8,8
274:1,1,6,8,7,9,3,9,5,3,6,2,6,7,5,6,7,5,1,1,7,7,9,3,9,8,1,3,7,9
275:3,3,1,3,8,8,8,7,7,1,2,4,6,4,8,8,3,6,6,8,3,7,4,5,4,8,6,8,5,1
276:9,3,2,6,2,1,1,4,5,5,3,7,6,2,8,2,8,9,2,4,2,9,2,9,7,8,1,9,4,3
277:2,8,4,9,9,6,1,5,3,3,4,3,7,7,5,5,2,8,1,5,9,6,9,8,9,9,3,9,5,9
278:6,5,6,1,1,1,6,1,2,9,8,2,2,5,2,4,8,1,7,6,7,4,1,3,8,4,4,9,8,8
279:9,1,9,7,5,2,9,4,8,2,4,1,7,5,1,6,7,3,2,2,2,9,5,4,4,3,9,2,5,3
280:7,2,1,4,5,6,2,4,7,8,5,8,9,9,1,1,3,4,7,4,2,1,6,8,8,3,1,4,3,9
281:2,7,3,8,3,9,2,5,2,8,1,9,9,4,8,8,7,3,3,4,2,3,7,7,2,4,9,1,8,9
282:6,8,8,7,7,5,5,4,3,5,8,5,4,3,8,3,4,7,4,7,2,1,4,9,3,6,1,2,2,2
283:8,1,1,7,1,5,9,7,5,5,2,4,4,4,1,5,6,3,3,8,6,7,4,6,2,9,9,2,2,8
284:3,1,8,9,1,3,7,8,6,4,7,9,7,3,5,2,7,7,4,1,4,6,8,4,6,9,7,9,2,3
285:3,3,1,3,8,8,8,7,7,1,2,4,6,4,8,8,3,6,6,8,3,7,4,5,4,8,6,8,5,6
286:1,7,7,4,7,5,6,7,5,5,9,1,7,6,2,7,7,9,5,2,8,3,1,1,8,6,1,9,6,9
287:4,4,7,6,5,2,1,2,2,3,9,7,5,2,6,5,6,7,6,9,8,4,8,9,4,9,6,7,5,6
288:2,2,9,1,2,2,5,7,2,5,9,1,7,8,7,2,4,7,7,6,7,7,3,2,6,6,4,8,4,2
289:9,7,7,1,7,7,3,5,3,6,4,6,4,2,9,5,1,3,9,6,1,6,1,6,8,5,5,6,1,9
290:7,8,5,5,3,8,4,7,1,3,6,1,5,8,7,3,8,6,7,6,5,6,7,5,1,6,6,6,2,7
291:9,3,3,2,3,2,1,4,5,4,7,1,7,2,5,3,3,4,8,8,3,4,8,4,7,6,4,3,6,2
292:2,6,4,4,6,9,5,1,6,9,4,1,7,2,2,5,9,9,2,1,4,2,4,2,2,1,1,3,8,8
293:7,2,3,7,7,7,1,5,4,1,9,8,3,2,7,4,7,6,2,4,2,2,9,2,7,5,3,8,7,6
294:1,2,4,7,8,7,8,5,1,9,4,9,8,9,4,2,8,5,3,6,6,9,5,6,6,7,9,7,2,8
295:3,1,3,5,4,4,9,5,4,2,2,8,1,7,9,7,4,5,3,4,4,7,5,4,7,3,2,2,8,3
296:3,1,3,6,9,5,4,1,9,2,5,3,7,9,8,7,4,6,9,8,3,9,7,3,3,1,8,8,6,6
297:4,1,2,4,1,4,5,1,9,2,7,2,4,5,8,6,3,3,4,5,3,5,9,1,6,2,5,6,8,6
298:8,7,4,7,3,5,7,9,6,5,3,4,5,8,7,9,6,5,4,7,4,6,7,8,9,4,6,6,5,8
299:1,7,2,1,6,6,8,5,4,5,9,6,5,9,9,2,8,5,3,1,7,9,6,7,8,7,5,5,5,1
300:7,2,8,2,8,1,9,8,9,2,6,8,1,4,1,3,9,8,8,7,5,3,2,9,5,7,5,6,8,3
301:8,5,2,1,7,9,7,7,5,3,3,3,9,8,3,7,8,5,6,6,2,1,4,9,1,5,8,9,3,1
302:4,9,5,2,5,5,4,6,7,2,7,4,3,4,3,5,2,3,3,1,1,8,3,9,6,8,8,3,6,6
303:2,4,5,6,1,8,6,3,8,3,9,1,5,3,4,3,2,2,8,6,4,7,3,3,6,8,7,6,3,7
304:9,7,7,1,7,7,3,5,3,6,4,6,4,2,9,5,1,3,9,6,1,6,1,6,8,5,5,6,1,2
305:2,8,4,6,4,8,4,8,1,2,6,8,5,8,9,5,1,6,8,7,7,8,5,5,3,1,6,2,6,1
306:7,9,5,7,7,8,6,1,7,1,6,3,6,3,5,9,3,4,2,5,2,3,4,1,2,5,4,5,7,8
307:7,3,5,7,7,8,6,1,7,1,6,3,6,3,5,9,3,4,2,5,2,3,4,1,2,5,4,5,7,8
308:2,2,3,7,2,4,8,3,8,7,9,4,2,3,8,9,6,7,4,9,8,5,5,7,9,3,7,6,2,9
309:1,2,5,5,1,6,5,1,6,1,3,1,3,4,5,9,7,5,7,8,4,7,7,9,9,3,1,2,5,9
310:9,4,9,9,2,2,5,9,4,2,4,5,3,6,7,7,9,2,2,3,7,8,1,8,1,2,5,4,2,2
311:6,7,4,8,7,1,9,7,1,9,8,5,3,1,4,3,4,6,8,3,1,9,1,2,2,1,8,2,7,1
312:7,5,9,9,2,6,7,6,4,6,8,4,3,3,2,4,6,3,3,8,2,3,8,2,3,8,5,4,7,3
313:5,3,5,3,6,2,1,8,5,2,2,5,7,9,6,4,3,4,6,4,3,6,9,9,8,6,7,2,9,6
314:5,4,9,5,6,6,6,1,9,3,9,3,6,1,7,8,4,5,6,3,2,2,5,4,7,9,9,9,1,7
315:3,7,3,9,2,5,9,9,4,8,8,7,4,6,3,8,7,6,4,7,9,4,2,6,4,7,8,1,9,1
316:6,6,6,9,4,5,9,8,3,8,8,1,7,3,3,9,3,1,3,5,8,7,5,9,8,4,4,4,4,9
317:3,4,3,2,9,7,7,7,5,5,9,6,6,9,7,3,3,3,2,2,9,8,5,4,6,6,1,6,7,9
318:1,4,9,1,3,6,3,4,5,5,2,7,7,3,7,7,3,2,8,8,3,1,7,1,1,1,9,7,7,4
319:6,5,7,4,6,6,1,8,9,9,8,9,9,3,7,4,8,6,7,9,2,9,1,5,1,6,3,4,3,1
320:2,6,5,3,2,7,9,7,8,6,3,2,4,2,9,1,8,9,4,8,7,8,8,1,7,7,1,2,3,9
321:3,9,5,7,8,5,9,5,6,6,1,8,3,2,3,4,1,7,7,6,9,1,5,5,2,8,4,1,8,6
322:4,5,7,5,9,7,9,6,2,3,4,6,8,8,5,3,9,2,7,6,6,9,8,7,6,6,3,6,8,7
323:7,9,3,2,8,3,9,3,6,9,7,6,7,1,5,1,8,4,1,6,8,1,8,8,3,9,2,7,1,4
324:1,6,6,6,5,3,7,4,1,8,1,2,9,7,3,6,6,1,2,8,8,7,3,9,8,1,3,3,6,2
325:9,1,6,8,1,5,3,1,1,3,2,2,4,6,9,6,1,2,9,1,1,4,6,1,7,8,4,1,1,9
326:5,4,2,4,1,5,5,3,1,2,1,4,8,2,4,1,1,8,5,7,1,2,8,3,9,2,9,9,3,1
327:4,1,3,3,3,7,3,9,8,4,9,8,1,4,1,5,6,1,4,1,2,7,3,2,9,1,5,5,3,8
328:6,4,4,6,8,9,3,2,1,3,5,2,8,7,1,2,7,1,8,4,6,4,4,2,2,3,4,8,1,2
329:7,7,5,9,8,2,4,2,3,6,8,4,2,9,3,4,5,8,8,5,3,5,2,1,7,1,6,7,7,8
330:3,1,3,5,5,8,1,2,4,8,9,1,8,2,3,5,2,6,3,5,5,7,5,5,4,8,3,8,5,7
331:4,9,5,2,5,5,4,6,7,2,7,4,3,4,3,5,2,3,3,1,1,8,3,9,6,8,8,3,6,4
332:2,6,4,9,9,8,2,3,8,7,2,2,2,1,2,3,2,8,5,1,6,9,7,4,7,9,7,2,4,3
333:4,2,1,3,4,4,7,1,8,8,2,2,8,9,2,8,8,8,4,2,9,1,7,8,5,6,3,9,5,4
334:6,3,4,4,1,2,3,8,6,9,5,4,9,5,9,5,2,5,3,6,8,9,4,5,9,1,7,1,8,2
335:7,2,8,2,8,1,9,8,9,2,6,8,1,4,1,3,9,8,8,7,5,3,4,9,5,7,5,6,8,6
336:9,7,2,8,5,8,7,9,9,2,9,5,7,7,9,4,5,4,9,9,1,6,5,7,2,4,1,4,7,4
337:2,4,8,6,1,8,8,1,2,2,7,4,7,8,1,8,7,4,4,8,5,9,4,8,1,8,8,4,3,6
338:1,4,9,6,6,2,6,7,2,7,5,4,1,6,9,2,4,3,1,4,6,1,5,2,4,8,8,1,2,4
339:9,6,7,9,4,3,1,4,6,4,9,3,8,4,1,9,7,7,4,1,3,5,8,6,5,6,8,2,8,9
340:9,5,9,8,8,8,3,7,5,3,6,6,1,4,9,8,2,5,8,3,3,4,6,1,7,7,5,2,7,1
341:3,8,7,9,1,3,7,9,2,9,2,3,9,8,1,9,1,2,1,7,2,4,9,5,3,9,9,5,9,1
342:7,3,8,3,8,6,6,4,1,8,5,5,7,1,9,9,6,9,5,2,8,1,8,8,9,4,6,8,5,7
343:9,9,2,5,2,4,8,2,4,4,8,8,7,2,9,6,1,4,4,3,9,2,9,6,4,8,5,3,8,2
344:6,5,1,8,6,7,5,1,4,1,1,2,2,3,5,1,3,6,3,3,4,4,6,8,7,8,4,4,9,6
345:2,7,8,4,9,3,1,6,8,1,1,4,2,8,8,7,1,4,5,7,3,7,4,3,3,2,5,4,6,4
346:2,2,3,7,2,4,8,3,8,7,9,4,2,3,8,9,6,7,4,9,8,5,5,7,9,3,7,6,2,9
347:4,4,3,3,5,5,5,6,4,1,1,4,1,1,2,6,1,7,2,1,2,3,6,1,6,3,2,3,5,6
348:2,7,2,7,7,4,5,8,2,9,8,7,1,7,8,4,6,8,1,6,2,9,4,9,8,1,8,6,3,4
349:2,7,1,6,5,3,2,2,6,3,8,1,2,5,7,6,1,1,3,3,1,6,8,6,3,2,3,5,8,8
350:3,6,1,3,7,5,6,7,1,8,7,8,4,7,2,1,4,9,1,4,3,7,6,2,1,8,7,4,4,3
351:7,2,1,3,4,4,7,1,8,8,2,2,8,9,2,8,8,8,4,2,9,1,7,8,5,6,3,9,5,3
352:5,7,8,5,5,9,8,3,3,2,3,6,8,2,4,8,8,3,7,9,6,8,3,6,9,3,9,4,7,1
353:5,8,7,6,7,4,9,4,2,6,7,4,9,7,8,4,4,6,9,6,5,6,9,9,3,5,9,2,5,3
354:1,2,5,5,1,6,5,1,6,1,3,1,3,4,5,9,7,5,7,8,4,7,7,9,9,3,1,2,5,8
355:2,8,4,9,9,6,1,5,3,3,4,3,7,7,5,5,2,8,1,5,9,6,9,8,9,9,3,9,5,7
356:3,4,3,2,9,7,7,7,5,5,9,6,6,4,7,3,3,3,2,2,9,8,5,4,6,6,1,6,7,9
357:8,9,1,7,4,2,9,8,9,6,7,8,1,1,4,1,7,6,4,3,7,7,5,5,4,3,7,9,7,7
358:8,1,9,7,1,8,3,7,9,9,1,6,7,2,6,5,6,9,8,4,9,4,4,7,8,8,6,3,9,8
359:8,7,5,6,7,6,8,3,1,8,5,1,8,9,4,6,2,5,4,2,8,3,6,8,1,9,2,1,4,9
360:9,9,1,4,6,9,6,1,9,9,2,1,7,1,3,5,6,6,3,5,9,9,3,1,4,8,4,2,3,6
361:8,7,4,7,3,5,7,9,6,5,3,4,5,8,7,9,6,5,4,7,4,6,7,8,9,4,6,6,5,8
362:9,6,1,3,7,5,6,7,1,8,7,8,4,7,2,1,4,9,1,4,3,7,6,2,1,8,7,4,4,3
363:2,2,3,7,2,4,8,3,8,7,9,4,2,3,8,9,1,7,4,9,8,5,5,7,9,3,7,6,2,9
364:9,4,7,6,1,9,5,5,1,8,7,5,2,5,9,1,5,3,9,1,4,8,3,1,7,6,5,7,4,4
365:5,8,2,8,9,5,7,1,2,4,1,6,3,8,2,5,7,4,9,3,4,1,6,5,7,3,3,1,5,4
366:8,1,7,5,3,6,3,8,4,5,8,3,8,5,5,6,2,7,2,5,1,2,3,9,1,5,8,8,5,2
367:8,1,4,9,9,4,2,5,1,5,5,3,1,9,9,3,8,1,2,8,3,2,7,9,8,2,9,8,6,3
368:3,3,5,4,9,8,2,9,7,7,4,7,3,9,7,3,7,5,5,8,8,8,9,7,1,5,4,5,7,4
369:7,8,6,1,2,6,8,7,1,4,6,8,9,3,8,7,8,4,9,9,7,6,3,8,9,8,3,8,7,8
370:1,4,5,3,6,1,3,1,8,9,9,1,4,9,7,2,3,9,7,1,7,9,1,3,6,7,5,8,6,7
371:1,5,6,7,4,5,2,9,2,2,5,7,7,6,5,4,9,9,2,6,1,1,6,2,7,6,5,7,8,3
372:1,4,5,3,6,1,3,1,8,9,9,1,4,9,7,2,3,9,7,1,7,9,1,3,6,7,5,8,6,1
373:9,1,6,8,6,5,3,1,1,3,2,2,4,6,9,6,1,2,9,1,1,4,6,1,7,8,4,1,1,1
374:3,6,5,5,8,4,2,3,8,4,9,5,3,3,9,2,7,4,9,6,5,3,7,4,4,7,8,5,5,4
375:7,3,2,5,9,5,9,7,9,7,7,7,6,5,2,1,6,5,5,2,5,1,8,2,1,1,1,8,1,5
376:9,8,5,8,3,8,2,4,1,9,1,7,1,6,9,2,9,8,6,6,2,7,4,5,9,3,1,9,6,1
377:7,6,4,8,6,8,2,9,2,5,6,4,7,7,3,9,3,1,8,7,2,9,8,7,5,8,2,7,7,4
378:8,2,1,1,9,1,9,4,6,1,2,8,1,2,9,8,2,4,7,9,2,6,1,4,1,7,1,9,6,1
379:3,2,8,3,3,5,4,7,6,9,3,9,4,7,7,7,9,5,6,2,4,6,4,5,7,9,4,2,7,9
380:4,8,5,6,9,6,6,1,8,1,2,1,3,2,5,9,1,6,5,9,3,1,7,6,1,5,2,9,9,1
381:3,3,1,3,8,8,8,7,7,1,2,8,6,4,8,8,3,6,6,8,3,7,4,5,4,8,6,8,5,6
382:8,1,7,5,1,3,1,3,3,7,9,8,3,9,2,2,4,4,5,4,9,4,2,6,4,8,2,9,2,5
383:3,8,3,4,1,2,4,3,7,2,8,7,2,6,7,8,1,7,3,6,2,3,3,3,7,3,3,7,8,2
384:8,3,8,6,8,2,8,7,8,2,1,7,9,7,3,6,3,2,6,6,6,2,5,2,6,1,6,8,5,8
385:8,6,5,2,2,3,7,7,8,9,8,5,6,5,9,1,3,9,7,1,4,1,4,3,4,3,4,6,8,9
386:3,1,2,9,2,6,6,9,4,5,4,8,3,5,3,4,6,7,6,8,4,3,5,7,2,4,9,8,4,4
387:6,3,4,4,1,2,3,8,6,9,5,4,9,5,9,5,2,5,3,1,8,9,4,5,9,1,7,1,8,2
388:8,8,2,8,2,8,1,3,9,8,9,5,3,1,6,3,9,8,3,5,3,4,2,1,9,3,8,7,2,4
389:3,4,2,3,8,6,4,2,2,5,2,7,5,1,9,6,8,2,4,9,3,3,2,8,7,3,6,3,8,8
390:9,3,5,9,1,6,9,3,8,9,6,4,3,9,5,8,5,9,7,7,7,5,1,1,2,1,4,7,1,2
391:7,5,9,9,2,6,7,6,4,6,8,4,3,3,2,4,6,3,3,8,2,3,8,2,3,8,5,4,7,2
392:6,5,7,4,9,6,1,8,9,9,8,9,9,3,7,4,8,6,7,9,2,9,1,5,1,6,3,4,3,5
393:7,6,4,8,6,8,2,9,2,5,6,4,7,7,3,9,3,1,8,7,2,9,8,7,5,8,2,7,7,2
394:7,2,1,3,4,4,7,1,8,8,2,2,8,9,2,8,8,8,4,2,9,1,7,8,5,6,3,9,5,4
395:4,6,5,3,7,5,2,7,1,4,3,9,6,6,6,2,2,4,8,1,9,5,2,2,2,2,8,7,6,3
396:9,1,1,8,5,5,5,6,8,8,3,2,3,5,4,9,7,2,9,9,3,8,2,3,6,8,1,4,1,1
397:3,3,6,2,4,2,7,6,6,4,8,3,5,7,8,3,9,7,1,6,6,1,6,6,8,6,4,2,1,4
398:4,3,3,3,6,5,5,2,7,7,3,9,5,4,6,6,1,6,6,9,3,6,1,8,9,4,4,7,6,3
399:8,1,9,7,1,8,3,7,9,9,1,6,7,2,6,5,6,9,8,4,9,4,4,7,8,8,6,3,9,3
400:7,4,6,4,2,4,7,7,4,2,5,8,3,5,9,8,9,1,3,8,3,4,4,6,5,8,4,6,2,3
401:9,6,7,8,5,4,3,8,9,5,4,6,4,9,3,4,3,1,7,4,6,3,1,6,9,4,3,2,2,9
402:9,7,9,7,2,3,8,9,5,1,9,2,3,8,7,3,6,2,9,7,1,9,4,9,1,1,6,3,7,3
403:5,7,8,3,3,2,9,8,6,3,1,2,9,4,5,9,4,6,9,1,4,8,5,8,8,4,3,9,9,5
404:9,5,8,6,3,9,8,9,2,2,2,6,2,5,9,5,8,9,4,9,5,2,7,8,9,5,8,5,7,7
405:3,5,3,2,7,5,3,8,7,3,1,2,1,4,7,3,6,3,5,9,1,8,3,9,6,6,4,9,4,7
406:5,8,5,7,4,7,8,9,6,8,2,8,9,8,7,1,7,5,4,6,6,8,6,1,3,4,8,9,8,2
407:3,3,6,3,9,1,3,9,2,6,3,7,5,4,2,6,8,3,1,5,8,1,4,4,1,4,8,5,3,5
408:3,6,2,9,5,2,4,1,4,9,7,7,1,1,6,2,1,2,3,4,7,7,8,2,3,7,2,3,3,1
409:5,4,5,6,1,4,6,8,1,4,9,4,5,1,5,1,5,9,8,4,8,8,8,1,4,3,1,7,3,1
410:7,7,6,3,3,9,7,1,1,8,3,4,2,3,8,8,4,9,2,5,3,2,1,3,9,8,5,5,5,1
411:2,7,1,4,9,5,8,2,2,7,8,6,7,2,7,7,5,7,4,7,5,7,6,6,7,2,5,6,8,3
412:9,7,5,4,3,1,8,6,2,6,5,5,4,6,5,3,9,8,5,4,5,5,3,5,2,9,1,4,5,7
413:7,4,7,6,1,9,5,5,1,8,7,5,2,5,9,1,5,3,9,1,4,8,3,1,7,6,5,7,4,6
414:5,7,2,2,2,8,6,9,2,7,1,1,8,5,9,3,9,5,3,7,3,9,8,5,4,5,6,4,8,7
415:2,2,8,1,3,7,7,9,5,9,2,2,8,2,2,7,8,2,3,8,8,1,5,7,5,1,1,4,9,3
416:8,3,8,7,9,3,9,9,9,7,9,6,7,3,9,9,7,5,2,2,9,9,2,3,6,5,8,7,2,9
417:9,9,2,3,2,8,2,7,8,7,3,3,2,6,5,3,1,4,8,5,8,7,9,3,8,4,8,8,4,3
418:9,5,3,9,7,4,4,9,7,9,1,5,3,1,3,9,5,3,5,2,1,1,2,4,2,4,2,3,8,6
419:2,4,5,6,1,8,6,3,8,3,9,1,5,3,4,3,2,2,8,6,4,7,3,3,6,8,7,6,3,6
420:7,2,1,8,5,7,9,1,1,1,7,7,2,8,5,9,5,3,7,7,4,9,4,6,2,9,9,1,5,1
421:3,2,5,7,8,2,2,7,9,7,5,9,4,2,3,5,2,1,4,2,2,4,3,2,3,4,2,8,2,5
422:2,7,1,4,9,5,8,5,2,7,8,6,7,2,7,7,5,7,4,7,5,7,6,6,7,2,5,6,8,3
423:3,4,6,1,9,5,2,4,5,4,7,7,3,4,2,7,6,1,9,4,3,9,7,1,5,5,3,5,9,5
424:4,4,7,5,2,3,1,8,4,6,2,7,8,8,9,7,6,5,2,2,4,9,7,3,3,9,9,1,4,6
425:4,3,4,9,8,2,7,1,1,6,9,9,2,6,5,6,9,7,7,3,7,7,9,2,9,6,6,3,9,2
426:3,4,6,1,9,5,2,4,5,4,7,7,3,4,2,7,6,1,9,4,3,9,7,1,5,5,3,5,9,2
427:5,2,4,4,9,9,1,8,9,5,8,8,9,1,6,7,1,9,4,8,2,7,3,6,1,5,4,4,4,4
428:6,8,9,4,9,9,3,1,8,7,4,1,2,3,7,1,4,9,7,2,6,4,5,2,5,8,9,8,3,8
429:5,7,8,3,3,2,9,8,6,3,1,2,9,4,5,9,4,6,9,1,4,8,5,8,8,3,3,9,9,7
430:2,4,8,6,1,8,8,1,2,2,7,4,7,8,1,8,7,4,4,8,5,9,4,8,1,8,8,4,3,4
431:2,3,3,5,3,1,7,2,5,6,8,6,9,9,2,1,2,9,5,2,4,4,3,1,2,2,7,5,3,7
432:6,4,4,6,8,9,3,2,1,3,5,2,8,7,1,2,7,1,8,4,6,4,4,2,2,3,4,8,1,7
433:7,2,5,4,9,1,5,8,9,6,9,9,6,4,1,1,1,7,4,1,1,8,9,9,2,3,8,1,9,6
434:9,9,2,3,2,8,2,7,8,7,3,3,2,6,5,3,1,4,8,5,8,7,9,3,8,4,8,1,4,3
435:6,1,7,2,5,4,8,7,8,3,7,4,6,4,8,8,1,4,3,5,4,4,3,9,8,6,2,8,3,9
436:3,7,3,9,2,9,9,9,4,8,8,7,4,6,3,8,7,6,4,7,9,4,2,6,4,7,8,1,9,8
437:1,8,4,6,2,9,5,4,5,7,7,3,1,4,2,8,1,6,3,4,6,3,4,2,5,2,3,1,7,7
438:2,3,3,5,3,1,7,2,5,6,8,6,9,9,2,1,2,9,5,2,4,4,3,1,2,2,7,5,3,4
439:7,4,5,4,1,6,7,5,3,9,2,5,2,7,2,7,5,9,6,3,2,9,3,4,1,3,3,7,7,9
440:2,7,2,7,7,4,5,8,2,9,8,7,1,7,8,4,6,8,1,6,2,9,4,1,8,1,8,6,3,2
441:4,4,1,1,9,3,4,1,9,8,2,6,3,7,9,5,8,9,8,2,4,4,8,3,1,2,8,1,7,5
442:2,4,1,8,8,2,9,6,3,2,7,5,3,1,2,4,6,3,1,3,6,4,8,6,3,7,2,8,3,2
443:4,9,4,8,1,9,4,1,8,2,3,5,6,1,1,8,8,1,9,5,3,5,1,8,2,6,2,3,9,9
444:5,2,6,8,2,5,8,7,3,3,1,6,5,6,2,9,7,9,9,6,8,6,1,8,1,7,9,1,5,2
445:9,2,1,6,6,7,2,9,1,8,4,5,6,5,8,2,5,6,8,9,5,3,7,4,3,5,7,2,8,3
446:9,2,8,9,9,7,8,1,1,4,2,6,6,4,8,7,2,2,6,5,1,9,1,1,8,6,5,5,9,4
447:8,1,9,7,1,8,3,7,9,9,1,6,7,2,6,5,6,9,8,4,9,4,4,7,8,8,6,5,9,3
448:6,8,7,8,1,8,3,7,3,4,3,1,4,8,3,4,7,5,6,6,7,6,8,3,5,6,6,9,3,5
449:4,9,5,2,5,5,4,6,7,2,7,4,3,4,3,5,2,3,3,1,1,8,3,9,6,8,8,3,6,4
450:6,3,8,5,2,3,5,5,5,5,4,4,2,1,1,9,1,8,7,9,7,1,5,4,4,7,7,1,2,1
